X,V1,V2,V3,V4,V5,V6,V7,V8,Crop,NDVI_sd,NDVI_kt,NDVI_sk,NDVI
32,0.07316,0.057999998,0.054079998,0.02808,0.34957999,0.00086,0.134859994,0.056600001,Winter Wheat,0.070881599,13.65943003,-3.773334393,0.852740765
33,0.079000004,0.066579998,0.06662,0.05094,0.209759995,0.00098,0.148939997,0.0836,Winter Wheat,0.064686152,1.575217109,-1.292289574,0.611464441
34,0.071280003,0.056709999,0.048379999,0.03135,0.218790002,0.00086,0.083410002,0.036009999,Corn,0.017756818,-0.147397866,-0.439721589,0.749311328
35,0.077359997,0.065300003,0.055,0.060380001,0.104759999,0.00084,0.121320002,0.087800004,Soybeans,0.00986775,1.388127607,0.809084376,0.268071562
36,0.074299999,0.060279999,0.061239999,0.036499999,0.256900012,0.00094,0.126540005,0.060139999,Corn,0.01892681,-0.313199506,0.020081388,0.750322104
37,0.072499998,0.058979999,0.049740002,0.042100001,0.179120004,0.00076,0.106399998,0.057599999,Corn,0.045275783,-0.846309419,-0.369401849,0.620686531
38,0.077320002,0.065200001,0.05462,0.059039999,0.10314,0.00074,0.123920001,0.090530001,Soybeans,0.01203626,1.457036894,1.254497232,0.269364521
39,0.072999999,0.05948,0.052439999,0.037179999,0.232480004,0.00086,0.103780001,0.048080001,Corn,0.027383199,0.043724266,-0.691715663,0.724496603
40,0.075010002,0.063390002,0.054569999,0.05642,0.126840003,0.0009,0.128210001,0.084880002,Soybeans,0.028002699,-0.23364234,0.33489912,0.383597359
41,0.077019997,0.06453,0.05494,0.05735,0.10971,0.00076,0.120450001,0.0845,Soybeans,0.015180236,2.815470737,1.203220009,0.311459914
42,0.072420001,0.056839999,0.05376,0.026179999,0.37650001,0.00102,0.127200007,0.05116,Corn,0.004196933,3.205849855,-1.674462323,0.870163321
43,0.079289999,0.067220002,0.071719997,0.052169999,0.246240005,0.00084,0.144170001,0.075149998,Winter Wheat,0.04029404,20.45877242,-3.348701056,0.650201082
44,0.079640001,0.068400003,0.059700001,0.067949999,0.121470001,0.00081,0.157409996,0.115660001,Soybeans,0.018142644,0.497345622,0.675542524,0.281777754
45,0.080090001,0.068899997,0.059520001,0.066079997,0.108649999,0.00078,0.130199999,0.094349999,Soybeans,0.011823999,-0.547622567,0.201381742,0.241338484
46,0.081940003,0.071139999,0.070780002,0.064999998,0.180219993,0.00086,0.149959996,0.094140001,Winter Wheat,0.04014096,0.977809179,0.243642667,0.466689229
47,0.080619998,0.069770001,0.060489999,0.067030001,0.108410001,0.00082,0.131569996,0.095299996,Soybeans,0.00996336,0.499289369,0.062646874,0.232691273
48,0.072099999,0.058279999,0.052299999,0.0381,0.191740006,0.00074,0.093939997,0.045979999,Corn,0.065160586,0.075139879,-0.866689996,0.667998195
49,0.07629,0.063169997,0.05704,0.04455,0.211010002,0.00099,0.149489999,0.082749996,Winter Wheat,0.114501426,-0.277164106,-0.721395693,0.646155208
50,0.075690001,0.06312,0.051729999,0.056369999,0.101829998,0.00076,0.118330002,0.085419998,Soybeans,0.00916207,1.69103365,-1.212894458,0.291547015
51,0.074919999,0.06082,0.057160001,0.03569,0.288120002,0.00082,0.138610005,0.062550001,Winter Wheat,0.092422464,0.23597347,-0.924850566,0.778801292
52,0.074919999,0.062660001,0.052700002,0.05926,0.120739996,0.00082,0.127839997,0.085519999,Soybeans,0.018706478,-0.577900186,-0.453614482,0.345178246
53,0.077610001,0.066,0.055809999,0.06315,0.114210002,0.00092,0.144600004,0.102670003,Soybeans,0.008214838,-0.158712404,-0.18687583,0.28721787
54,0.085960001,0.07697,0.071380001,0.082199998,0.142859995,0.00088,0.195550002,0.141770005,Winter Wheat,0.192706211,1.619235992,1.856933471,0.264658511
55,0.07124,0.056639999,0.046939999,0.02994,0.231739998,0.00071,0.0858,0.03641,Corn,0.01085406,1.871429799,-1.515986991,0.771162301
56,0.075479999,0.063239999,0.052499998,0.058019999,0.11524,0.0008,0.132119998,0.093659997,Soybeans,0.031926066,8.151832623,2.517190154,0.327255487
57,0.078100003,0.066500001,0.056439999,0.063160002,0.108520001,0.00082,0.118040003,0.082359999,Soybeans,0.009073772,-0.914562881,-0.08334241,0.264020026
58,0.080399998,0.069480002,0.06134,0.069940001,0.121780001,0.00076,0.156619996,0.117179997,Soybeans,0.011290126,-0.516752363,0.523539521,0.273745418
59,0.074099999,0.061170001,0.05009,0.05053,0.142799996,0.0009,0.109609999,0.070659999,Soybeans,0.206773603,-1.95987284,0.038658161,0.4771467
60,0.07666,0.06464,0.053339999,0.056699999,0.1021,0.00084,0.131160006,0.097580001,Soybeans,0.009931378,0.522712858,0.260172541,0.283663541
61,0.072379999,0.05852,0.054559998,0.035859998,0.231900007,0.00078,0.10046,0.044939999,Corn,0.033297673,0.467992023,-0.88519921,0.732251763
62,0.079519998,0.068129998,0.059559999,0.060549999,0.108629998,0.00072,0.12452,0.089260001,Winter Wheat,0.134780275,0.419162087,1.361241457,0.277323127
63,0.075240001,0.063040003,0.0537,0.049940001,0.131819993,0.00098,0.11806,0.073459998,Corn,0.045961614,-0.75784375,0.017794421,0.446598649
64,0.07254,0.058340002,0.052080002,0.034480002,0.253780007,0.0008,0.098300003,0.043159999,Corn,0.014839015,0.763606979,-0.240542061,0.759949863
65,0.078299999,0.066579998,0.056759998,0.063239999,0.113200001,0.0008,0.143739998,0.104979999,Soybeans,0.023805419,20.10931521,3.574167198,0.280504882
66,0.078390002,0.067189999,0.058139998,0.063819997,0.115399998,0.00092,0.127999999,0.09048,Soybeans,0.017482563,1.962636194,1.344928001,0.284908697
67,0.081590001,0.070600003,0.06167,0.066119999,0.110089999,0.00079,0.133989997,0.100230001,Soybeans,0.011060837,-0.206071334,0.087008685,0.247833654
68,0.077820003,0.066299997,0.06628,0.064039998,0.139939994,0.00096,0.108280003,0.075560004,Soybeans,0.075964993,-0.819452036,0.09354033,0.369327098
69,0.073059998,0.057720002,0.053819999,0.02894,0.315919995,0.0009,0.13064,0.056139998,Winter Wheat,0.046936938,0.764152634,-1.223266261,0.830807388
70,0.072460003,0.05707,0.053679999,0.0265,0.371420011,0.001,0.136550002,0.056909999,Winter Wheat,0.003317395,-0.069727371,-0.476437931,0.866710126
71,0.072219998,0.05768,0.049600001,0.032919999,0.213719994,0.0008,0.089639999,0.04002,Corn,0.024442173,-0.193562907,-0.644594504,0.732954085
72,0.071599998,0.057039998,0.050620001,0.03224,0.233439997,0.00076,0.099739999,0.0414,Soybeans,0.047443133,-0.156242512,0.598283666,0.75422591
73,0.093839999,0.087110002,0.0854,0.1021,0.154019997,0.00084,0.191320002,0.139090002,Soybeans,0.003409286,-0.570928201,-0.063783008,0.204362519
74,0.071939997,0.057739999,0.052519999,0.03334,0.248720005,0.00086,0.094599999,0.040119998,Corn,0.028796298,0.212006468,-1.038390451,0.763425708
75,0.075960003,0.0623,0.057720002,0.041000001,0.257279992,0.00088,0.143580005,0.073639996,Winter Wheat,0.095830195,1.097477601,-1.13023207,0.726318657
76,0.07982,0.068180002,0.058139998,0.061039999,0.089740001,0.00084,0.114759997,0.092100002,Winter Wheat,0.009033239,-0.659904185,-0.326062787,0.194571361
77,0.073519997,0.058820002,0.055659998,0.031479999,0.32446,0.00092,0.133420005,0.057780001,Winter Wheat,0.01444951,-0.44911166,-0.278746855,0.823486209
78,0.07186,0.057580002,0.051460002,0.032019999,0.264479995,0.0008,0.094400004,0.039179999,Corn,0.010722355,0.276059399,-0.854235682,0.784891546
79,0.078299999,0.066440001,0.05686,0.063639998,0.118620001,0.0009,0.150220007,0.108099997,Soybeans,0.013936254,-0.718216365,0.27222348,0.301545888
80,0.075939998,0.06233,0.05656,0.04077,0.237599999,0.00086,0.139200002,0.071630001,Winter Wheat,0.107463794,0.580786111,-0.938550841,0.71012938
81,0.072619997,0.058979999,0.05542,0.035500001,0.249259993,0.00078,0.100160003,0.04338,Corn,0.0284221,0.281859677,-1.00864179,0.750594258
82,0.072319999,0.058279999,0.057500001,0.03418,0.261240005,0.0009,0.110440001,0.04614,Corn,0.1140641,10.8454406,-3.270092957,0.767724514
83,0.075159997,0.06112,0.055860002,0.037140001,0.257759988,0.00084,0.129800007,0.062820002,Winter Wheat,0.085222761,2.093448013,-1.403771292,0.747775853
84,0.079559997,0.068039998,0.059599999,0.06566,0.132540002,0.00092,0.153139994,0.107500002,Soybeans,0.022583891,-0.84693729,0.29372398,0.329344988
85,0.076159999,0.063940004,0.053230001,0.059869999,0.11417,0.00084,0.137620002,0.098140001,Soybeans,0.011704733,-0.726468446,0.375461856,0.311605513
86,0.073360004,0.059659999,0.05469,0.036590001,0.234839998,0.00084,0.101060003,0.044840001,Corn,0.027068296,5.34162507,-1.722107896,0.730207562
87,0.078319997,0.066739999,0.056559999,0.0625,0.112680003,0.00076,0.123300001,0.087540001,Soybeans,0.018962951,0.141638534,0.705545093,0.282057166
88,0.07195,0.057859998,0.054779999,0.03719,0.20098,0.00098,0.090429999,0.04187,Corn,0.040491117,-0.752621342,-0.2824617,0.688050896
89,0.079650003,0.068569999,0.05986,0.06831,0.12387,0.00088,0.152940005,0.109519999,Soybeans,0.015163942,0.297723375,0.902627582,0.29249981
90,0.0726,0.05878,0.054740001,0.03561,0.25017,0.00074,0.100099999,0.043980001,Corn,0.027565818,0.964615487,-1.100428277,0.749117255
91,0.078740001,0.06752,0.05804,0.065920003,0.119220003,0.00088,0.154100001,0.112020001,Soybeans,0.00827341,0.340699467,0.183137592,0.287721574
92,0.072619997,0.05906,0.05972,0.036769999,0.246890001,0.00086,0.098450001,0.042720001,Corn,0.036734989,-0.809882557,-0.503117955,0.740075737
93,0.072219998,0.058180001,0.055840001,0.035420001,0.251720011,0.00094,0.097879998,0.041719999,Corn,0.018258153,0.591790852,-0.742935424,0.753295541
94,0.079000004,0.068240002,0.05878,0.067460001,0.12201,0.00084,0.149700001,0.10565,Soybeans,0.013115433,-0.414024357,0.030378401,0.287857756
95,0.073660001,0.059220001,0.056580001,0.03355,0.227990001,0.0007,0.098360002,0.045289999,Winter Wheat,0.020411841,0.099486017,-0.666556396,0.745425254
96,0.072959997,0.058940001,0.056019999,0.035399999,0.261500001,0.00096,0.101099998,0.043159999,Corn,0.017080225,2.601866178,-1.463366106,0.762120485
97,0.071479999,0.057259999,0.0502,0.034260001,0.194650002,0.00084,0.087790001,0.040349999,Corn,0.025939302,0.209267257,-0.374989019,0.702672362
98,0.077079996,0.063450001,0.05706,0.044739999,0.151579998,0.00082,0.106939998,0.064290002,Winter Wheat,0.044487492,-0.146520474,0.361812842,0.545580953
99,0.076549999,0.064600002,0.054029999,0.06112,0.117640004,0.00098,0.147260003,0.100740001,Soybeans,0.009437529,0.404182351,-0.964658399,0.316511959
100,0.0722,0.058180001,0.050379999,0.036320001,0.189219996,0.00084,0.092500001,0.044679999,Corn,0.041429861,-0.985692586,-0.318455256,0.680366099
101,0.085840002,0.076790001,0.071399998,0.079330001,0.13758,0.00104,0.194030002,0.1417,Winter Wheat,0.052039652,6.676495833,2.379244667,0.265080974
102,0.073239997,0.05797,0.053650001,0.02903,0.299720004,0.00104,0.141819999,0.062199999,Winter Wheat,0.020723894,-0.545993981,-0.596246897,0.823271126
103,0.074259996,0.059630001,0.054159999,0.034289999,0.197969995,0.00094,0.093630001,0.046630001,Winter Wheat,0.020457676,-0.320009998,-0.190130442,0.703249335
104,0.073919997,0.058800001,0.05542,0.02964,0.358480006,0.0009,0.136659995,0.058120001,Winter Wheat,0.00859164,0.478340822,-0.7580821,0.84744823
105,0.072480001,0.058419999,0.051310001,0.03413,0.256479993,0.00092,0.099289998,0.044580001,Corn,0.020249625,1.525198809,-1.149299277,0.766695023
106,0.075309999,0.063359998,0.055669999,0.062540002,0.13391,0.00078,0.135289997,0.093460001,Soybeans,0.031308665,-0.012674671,0.618665322,0.359523311
107,0.071960002,0.057920001,0.053640001,0.034219999,0.252680004,0.00094,0.097240001,0.041700002,Corn,0.032833778,5.115452111,-2.12059458,0.761133611
108,0.072920002,0.05965,0.059769999,0.04352,0.187190004,0.00096,0.100409999,0.05074,Corn,0.054873999,-0.269425224,-0.264156026,0.622523695
109,0.07251,0.057570001,0.052060001,0.03008,0.251720011,0.0009,0.124200001,0.05539,Winter Wheat,0.030896992,-0.220457972,-0.453231409,0.785937399
110,0.07254,0.058219999,0.05294,0.033980001,0.268379986,0.00076,0.100199997,0.042780001,Corn,0.01901379,3.381982801,-1.350153021,0.775630772
111,0.072390001,0.058629999,0.052919999,0.03685,0.214029998,0.0008,0.098830003,0.046490001,Corn,0.052901792,16.09630574,-3.510155745,0.70732668
112,0.074380003,0.061159998,0.052750001,0.044780001,0.148929998,0.00076,0.109560002,0.065550003,Corn,0.140181552,-1.393189616,-0.090291302,0.532598943
113,0.07226,0.057529999,0.05116,0.0338,0.201750003,0.0009,0.08357,0.038930001,Winter Wheat,0.053145074,6.407747169,-1.765903756,0.706158489
114,0.073649999,0.05988,0.053660002,0.04287,0.170929998,0.00074,0.101289999,0.05335,Corn,0.075216222,-0.630122203,-0.486452032,0.598793805
115,0.071819998,0.056480002,0.05095,0.02669,0.327489987,0.00096,0.122850001,0.051779998,Winter Wheat,0.007985191,-1.123621115,0.222691191,0.849911302
116,0.078160003,0.06566,0.06078,0.051800001,0.214560002,0.0009,0.156039998,0.091339998,Winter Wheat,0.170904452,-0.953041257,-0.18851747,0.612715483
117,0.075960003,0.063079998,0.05336,0.05108,0.126859993,0.00088,0.110880002,0.074859999,Corn,0.119659655,0.46216038,0.355032801,0.437522501
118,0.074220002,0.060559999,0.0573,0.04002,0.216329999,0.0008,0.106030002,0.050159998,Soybeans,0.039414192,-0.163297477,-0.583188763,0.686087728
119,0.077440001,0.066029999,0.056279998,0.062249999,0.112130001,0.00084,0.123719998,0.088019997,Soybeans,0.012554262,-0.319733751,0.444089124,0.2849641
120,0.08348,0.073760003,0.066600002,0.076300003,0.134320006,0.00098,0.204099998,0.142240003,Winter Wheat,0.006179962,1.525638582,-0.065331534,0.275964409
121,0.073019996,0.059280001,0.05094,0.036559999,0.212219998,0.00084,0.09764,0.046379998,Corn,0.029518378,-1.023560085,-0.432049423,0.704443157
122,0.073420003,0.060079999,0.052220002,0.03954,0.184379995,0.00078,0.099679999,0.050639998,Corn,0.027526084,-0.283977397,-0.417434117,0.646266997
123,0.081359997,0.07045,0.06109,0.06707,0.109229997,0.00088,0.134230003,0.097759999,Soybeans,0.029970609,8.863315448,2.773004183,0.237866841
124,0.0713,0.056919999,0.048599999,0.03184,0.215839997,0.00082,0.087200001,0.038679998,Corn,0.011845982,2.214351685,-0.790212367,0.742705107
125,0.077009998,0.065749999,0.076579999,0.074470002,0.207429998,0.001,0.136089996,0.07942,Soybeans,0.046613883,-0.496034044,0.123133194,0.472110331
126,0.077500001,0.065200001,0.055300001,0.063560002,0.114739999,0.00078,0.148179993,0.105580002,Soybeans,0.010568688,-0.738652014,0.100126861,0.286926568
127,0.072730001,0.059080001,0.05115,0.04016,0.208700001,0.00091,0.103850003,0.05205,Corn,0.031035955,0.931744433,-0.519738695,0.676699847
128,0.074380003,0.060040001,0.05452,0.036139999,0.19032,0.00082,0.091799997,0.04806,Winter Wheat,0.037998153,-0.47085875,-0.00871351,0.681159437
129,0.07824,0.066600002,0.056979999,0.062859997,0.115460001,0.0009,0.143439993,0.10368,Soybeans,0.010700856,1.328643268,0.984094114,0.294249535
130,0.07886,0.067359999,0.05892,0.065260001,0.118320003,0.00076,0.13414,0.096380003,Soybeans,0.022932537,-0.408872026,0.48446698,0.288701028
131,0.074479997,0.060279999,0.056639999,0.0361,0.203459993,0.00084,0.095179997,0.04786,Soybeans,0.047997087,-0.577292764,-0.58711216,0.700683534
132,0.073399998,0.060059998,0.059700001,0.040259998,0.212099999,0.0008,0.102760002,0.048140001,Corn,0.048696094,-0.314740571,-0.348088857,0.679221034
133,0.073279999,0.060279999,0.059360001,0.046379998,0.168160006,0.00094,0.101279996,0.053479999,Corn,0.062795063,-0.640564088,0.175094514,0.560244203
134,0.073399998,0.060059998,0.05962,0.04022,0.212760001,0.0008,0.10328,0.048080001,Corn,0.034160387,-0.883158933,-0.237713997,0.682880044
135,0.073399998,0.05878,0.055939998,0.03138,0.309359998,0.001,0.132260002,0.05902,Winter Wheat,0.039488214,2.887285053,-1.511480462,0.813665152
136,0.073239997,0.05996,0.054620001,0.040139999,0.203119993,0.0009,0.108580001,0.054839998,Corn,0.061468918,-1.229704868,-0.265382327,0.665635765
137,0.079559997,0.068379998,0.060260002,0.067819998,0.126399994,0.00084,0.148359999,0.106660001,Soybeans,0.025871403,0.069716324,0.986956192,0.292722821
138,0.07779,0.066089999,0.05869,0.062510001,0.125350006,0.0008,0.129710004,0.08969,Soybeans,0.037134697,-0.378877074,0.695045021,0.326905325
139,0.07542,0.062489999,0.051460002,0.05435,0.110490002,0.00086,0.119350001,0.08185,Soybeans,0.018258393,0.138538697,0.603002895,0.336340412
140,0.077799998,0.0656,0.055640001,0.06402,0.115800001,0.0008,0.151020005,0.10802,Soybeans,0.008116709,-0.586666974,0.113211242,0.28952083
141,0.07756,0.065500002,0.05583,0.06154,0.11081,0.00086,0.122809999,0.085409999,Soybeans,0.014070592,-0.120068925,-0.04291401,0.279564336
142,0.077349998,0.06518,0.05391,0.05734,0.09843,0.00087,0.119800001,0.087020002,Soybeans,0.007183371,-0.111818802,0.586885569,0.262307644
143,0.074900001,0.061980002,0.05799,0.047810001,0.195349999,0.00076,0.118960001,0.063189998,Corn,0.085553843,1.382002381,-1.151273562,0.604344934
144,0.07536,0.062460002,0.05446,0.057799999,0.118840002,0.0008,0.124059997,0.085900001,Soybeans,0.040847849,-1.159248026,0.27599104,0.349074811
145,0.072839998,0.059280001,0.04998,0.03678,0.228320003,0.00088,0.104780003,0.051380001,Corn,0.028930746,0.093662554,-0.79475683,0.720463097
146,0.074539997,0.062199999,0.06876,0.049539998,0.205200002,0.00096,0.109559998,0.059700001,Soybeans,0.028754134,3.971157245,-1.282144991,0.604603708
147,0.073070001,0.059669999,0.050240001,0.03805,0.218159996,0.0008,0.106770001,0.054099999,Corn,0.187676574,2.358533575,-1.985767833,0.698194146
148,0.073579997,0.061020002,0.050159998,0.043699998,0.162819996,0.001,0.111919999,0.063519999,Corn,0.053454754,0.108770699,-0.683428683,0.579568148
149,0.078900002,0.067340001,0.058619998,0.065020002,0.116659999,0.00086,0.132780001,0.095559999,Soybeans,0.020803854,1.085190081,0.902895929,0.278156817
150,0.077029999,0.065749999,0.05789,0.064550001,0.129279993,0.00094,0.140649997,0.095790002,Soybeans,0.020210596,0.194335159,0.550307144,0.334021822
151,0.073660001,0.06072,0.050579999,0.040959999,0.198880002,0.0008,0.111400001,0.05982,Corn,0.023302859,-0.43820124,-0.451415776,0.659686267
152,0.073600002,0.058759999,0.055860002,0.03028,0.341560006,0.00094,0.133359998,0.057160001,Winter Wheat,0.028098169,6.973008965,-2.223960756,0.837659538
153,0.076140001,0.063340001,0.059799999,0.054159999,0.131080002,0.0009,0.1162,0.079779997,Corn,0.135784785,-1.508044858,0.323301441,0.390972942
154,0.074199997,0.061690001,0.05122,0.04733,0.131389998,0.001,0.113329999,0.067990001,Corn,0.066521999,-0.476572067,-0.159285697,0.471501634
155,0.074720003,0.059239998,0.054699998,0.029680001,0.310400009,0.0008,0.13752,0.058639999,Winter Wheat,0.037177816,9.75852824,-2.628323861,0.825882375
156,0.073080003,0.058120001,0.054219998,0.029239999,0.331860006,0.00084,0.13628,0.058740001,Winter Wheat,0.011525126,-0.523812891,-0.622947194,0.837539434
157,0.073739998,0.060619999,0.054639999,0.043699998,0.1655,0.00098,0.106700003,0.058839999,Corn,0.070912407,-0.859651415,0.076863562,0.584599078
158,0.073600002,0.060559999,0.05156,0.03968,0.221300006,0.00084,0.111280002,0.055879999,Corn,0.025616928,-0.559322898,-0.012634023,0.697635174
159,0.078919999,0.06724,0.057500001,0.061379999,0.109760001,0.00084,0.114220001,0.08292,Soybeans,0.039497133,1.070534484,1.330368304,0.274505079
160,0.073629998,0.05838,0.05335,0.02885,0.318269998,0.00108,0.13436,0.057150001,Winter Wheat,0.017655013,0.572772554,-1.053940412,0.832488149
161,0.073140003,0.057560001,0.05088,0.0263,0.285840005,0.00076,0.089960001,0.036200002,Winter Wheat,0.086729208,-1.183295389,-0.49970662,0.830772221
162,0.0722,0.05837,0.054079998,0.035910001,0.223340005,0.00104,0.094279997,0.042130001,Corn,0.032577284,1.086383383,-0.998904373,0.722818732
163,0.08224,0.07144,0.063010003,0.067120001,0.109840002,0.00089,0.125869997,0.101190001,Winter Wheat,0.077079077,-1.201819009,0.576916872,0.212833412
164,0.080559999,0.069820002,0.061319999,0.067279998,0.1094,0.00104,0.128649995,0.09293,Soybeans,0.012529991,35.14021656,4.826984719,0.239320643
165,0.079539999,0.0682,0.06223,0.064769998,0.122730002,0.00088,0.124710001,0.09121,Soybeans,0.016212212,1.671501275,0.966010038,0.303810954
166,0.072240002,0.05872,0.045279998,0.038899999,0.152630001,0.00086,0.10134,0.058259999,Corn,0.072772479,-0.310371195,-0.356678114,0.589215934
167,0.073720001,0.06072,0.049199998,0.043359999,0.136500001,0.00086,0.109460004,0.065099999,Corn,0.055367171,-0.510216287,-0.453652946,0.519516826
168,0.076959997,0.06287,0.067290001,0.038460001,0.310969993,0.00083,0.117989998,0.051320001,Winter Wheat,0.028377524,2.175223957,-1.419896681,0.780217767
169,0.076739997,0.06498,0.058340002,0.063239999,0.134619996,0.00102,0.133499995,0.089900002,Soybeans,0.037264285,0.143150286,0.608275354,0.360311776
170,0.080540001,0.068539999,0.057319999,0.05914,0.087399997,0.00082,0.105619997,0.080279998,Winter Wheat,0.017156906,4.07426581,0.585228631,0.188537315
171,0.073569998,0.06058,0.05057,0.04194,0.178260006,0.00107,0.111220002,0.060869999,Corn,0.052494809,-0.711640998,-0.102255006,0.618531078
172,0.072219998,0.05844,0.048830001,0.0362,0.204279996,0.00086,0.09739,0.047959998,Corn,0.122234701,9.900413916,-3.107299516,0.698541164
173,0.072159998,0.05813,0.050340001,0.03496,0.226269998,0.00084,0.096560001,0.04504,Corn,0.025685067,1.376736195,-1.014287511,0.732723773
174,0.07288,0.059179999,0.05161,0.037559999,0.222390004,0.00078,0.104940001,0.050310001,Corn,0.033871173,-0.162694842,-0.571155903,0.706714511
175,0.075410001,0.062099999,0.0547,0.04177,0.229769997,0.00082,0.132270001,0.068810001,Winter Wheat,0.088933546,-1.517470427,-0.101603835,0.691399425
176,0.073399998,0.059579998,0.055520002,0.039620001,0.19754,0.00088,0.0977,0.04738,Corn,0.047864639,-0.64882577,-0.244309923,0.664780498
177,0.073459998,0.058959998,0.05281,0.03939,0.202679999,0.00078,0.109310001,0.053749999,Corn,0.095651109,-0.883809426,0.590312462,0.673417926
